"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-02-05 19:16:42 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2013,Germany,India,Asylum-seekers,1349
2013,Germany,India,"Refugees (incl. refugee-like situations)",401
2013,Germany,"Iran (Islamic Rep. of)",Asylum-seekers,7788
2013,Germany,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",17150
2013,Germany,Iraq,Asylum-seekers,6093
2013,Germany,Iraq,"Refugees (incl. refugee-like situations)",40230
2013,Germany,Iraq,Returnees,685
2013,Germany,Israel,Asylum-seekers,39
2013,Germany,Israel,"Refugees (incl. refugee-like situations)",43
2013,Germany,Italy,Asylum-seekers,13
2013,Germany,Italy,"Refugees (incl. refugee-like situations)",10
2013,Germany,Jamaica,Asylum-seekers,24
2013,Germany,Jamaica,"Refugees (incl. refugee-like situations)",3
2013,Germany,Jordan,Asylum-seekers,99
2013,Germany,Jordan,"Refugees (incl. refugee-like situations)",99
2013,Germany,Japan,Asylum-seekers,1
2013,Germany,Japan,"Refugees (incl. refugee-like situations)",112
2013,Germany,Kazakhstan,Asylum-seekers,157
2013,Germany,Kazakhstan,"Refugees (incl. refugee-like situations)",84
2013,Germany,Kenya,Asylum-seekers,281
2013,Germany,Kenya,"Refugees (incl. refugee-like situations)",158
2013,Germany,Kyrgyzstan,Asylum-seekers,169
2013,Germany,Kyrgyzstan,"Refugees (incl. refugee-like situations)",60
2013,Germany,Cambodia,Asylum-seekers,23
2013,Germany,Cambodia,"Refugees (incl. refugee-like situations)",26
2013,Germany,"Rep. of Korea",Asylum-seekers,4
2013,Germany,"Rep. of Korea","Refugees (incl. refugee-like situations)",122
2013,Germany,Kuwait,Asylum-seekers,2
2013,Germany,Kuwait,"Refugees (incl. refugee-like situations)",4
2013,Germany,"Lao People's Dem. Rep.",Asylum-seekers,1
2013,Germany,"Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)",55
2013,Germany,Lebanon,Asylum-seekers,824
2013,Germany,Lebanon,"Refugees (incl. refugee-like situations)",449
2013,Germany,Liberia,Asylum-seekers,80
2013,Germany,Liberia,"Refugees (incl. refugee-like situations)",68
2013,Germany,Libya,Asylum-seekers,455
2013,Germany,Libya,"Refugees (incl. refugee-like situations)",141
2013,Germany,"Sri Lanka",Asylum-seekers,1243
2013,Germany,"Sri Lanka","Refugees (incl. refugee-like situations)",4077
2013,Germany,Lithuania,Asylum-seekers,5
2013,Germany,Lithuania,"Refugees (incl. refugee-like situations)",7
2013,Germany,Luxembourg,"Refugees (incl. refugee-like situations)",1
2013,Germany,Latvia,Asylum-seekers,6
2013,Germany,Latvia,"Refugees (incl. refugee-like situations)",12
2013,Germany,Morocco,Asylum-seekers,1085
2013,Germany,Morocco,"Refugees (incl. refugee-like situations)",144
2013,Germany,"Rep. of Moldova",Asylum-seekers,67
2013,Germany,"Rep. of Moldova","Refugees (incl. refugee-like situations)",31
2013,Germany,Madagascar,Asylum-seekers,0
2013,Germany,Madagascar,"Refugees (incl. refugee-like situations)",4
2013,Germany,Mexico,Asylum-seekers,3
2013,Germany,Mexico,"Refugees (incl. refugee-like situations)",28
2013,Germany,"The former Yugoslav Republic of Macedonia",Asylum-seekers,5951
2013,Germany,"The former Yugoslav Republic of Macedonia","Refugees (incl. refugee-like situations)",341
2013,Germany,Mali,Asylum-seekers,695
2013,Germany,Mali,"Refugees (incl. refugee-like situations)",21
2013,Germany,Myanmar,Asylum-seekers,116
2013,Germany,Myanmar,"Refugees (incl. refugee-like situations)",825
2013,Germany,Montenegro,Asylum-seekers,314
2013,Germany,Montenegro,"Refugees (incl. refugee-like situations)",218
2013,Germany,Mongolia,Asylum-seekers,185
2013,Germany,Mongolia,"Refugees (incl. refugee-like situations)",39
2013,Germany,Mozambique,Asylum-seekers,2
2013,Germany,Mozambique,"Refugees (incl. refugee-like situations)",11
2013,Germany,Mauritania,Asylum-seekers,107
2013,Germany,Mauritania,"Refugees (incl. refugee-like situations)",15
2013,Germany,Mauritius,Asylum-seekers,2
2013,Germany,Mauritius,"Refugees (incl. refugee-like situations)",1
2013,Germany,Malawi,Asylum-seekers,4
2013,Germany,Malawi,"Refugees (incl. refugee-like situations)",2
2013,Germany,Malaysia,Asylum-seekers,1
2013,Germany,Malaysia,"Refugees (incl. refugee-like situations)",11
2013,Germany,Namibia,Asylum-seekers,2
2013,Germany,Namibia,"Refugees (incl. refugee-like situations)",2
2013,Germany,Niger,Asylum-seekers,127
2013,Germany,Niger,"Refugees (incl. refugee-like situations)",36
2013,Germany,Nigeria,Asylum-seekers,2893
2013,Germany,Nigeria,"Refugees (incl. refugee-like situations)",720
2013,Germany,Nicaragua,Asylum-seekers,2
2013,Germany,Nicaragua,"Refugees (incl. refugee-like situations)",2
2013,Germany,Netherlands,Asylum-seekers,3
2013,Germany,Netherlands,"Refugees (incl. refugee-like situations)",9
2013,Germany,Norway,"Refugees (incl. refugee-like situations)",5
2013,Germany,Nepal,Asylum-seekers,52
2013,Germany,Nepal,"Refugees (incl. refugee-like situations)",55
2013,Germany,"New Zealand","Refugees (incl. refugee-like situations)",10
2013,Germany,Oman,Asylum-seekers,0
2013,Germany,Oman,"Refugees (incl. refugee-like situations)",2
2013,Germany,Pakistan,Asylum-seekers,7534
2013,Germany,Pakistan,"Refugees (incl. refugee-like situations)",3387
2013,Germany,Panama,Asylum-seekers,0
2013,Germany,Panama,"Refugees (incl. refugee-like situations)",1
2013,Germany,Peru,Asylum-seekers,6
2013,Germany,Peru,"Refugees (incl. refugee-like situations)",48
2013,Germany,Philippines,Asylum-seekers,12
2013,Germany,Philippines,"Refugees (incl. refugee-like situations)",28
2013,Germany,Palau,Asylum-seekers,2
2013,Germany,Palau,"Refugees (incl. refugee-like situations)",1
2013,Germany,Poland,Asylum-seekers,6
2013,Germany,Poland,"Refugees (incl. refugee-like situations)",742
2013,Germany,"Dem. People's Rep. of Korea",Asylum-seekers,83
2013,Germany,"Dem. People's Rep. of Korea","Refugees (incl. refugee-like situations)",112
2013,Germany,Portugal,Asylum-seekers,1
2013,Germany,Portugal,"Refugees (incl. refugee-like situations)",2
2013,Germany,Paraguay,"Refugees (incl. refugee-like situations)",2
2013,Germany,Palestinian,Asylum-seekers,244
2013,Germany,Palestinian,"Refugees (incl. refugee-like situations)",32
2013,Germany,Romania,Asylum-seekers,20
2013,Germany,Romania,"Refugees (incl. refugee-like situations)",182
2013,Germany,"Russian Federation",Asylum-seekers,12890
2013,Germany,"Russian Federation","Refugees (incl. refugee-like situations)",4358
2013,Germany,Rwanda,Asylum-seekers,54
2013,Germany,Rwanda,"Refugees (incl. refugee-like situations)",170
2013,Germany,"Saudi Arabia",Asylum-seekers,7
2013,Germany,"Saudi Arabia","Refugees (incl. refugee-like situations)",11
2013,Germany,Sudan,Asylum-seekers,555
2013,Germany,Sudan,"Refugees (incl. refugee-like situations)",296
2013,Germany,Senegal,Asylum-seekers,628
2013,Germany,Senegal,"Refugees (incl. refugee-like situations)",31
2013,Germany,Singapore,"Refugees (incl. refugee-like situations)",7
2013,Germany,"Sierra Leone",Asylum-seekers,328
2013,Germany,"Sierra Leone","Refugees (incl. refugee-like situations)",323
2013,Germany,"El Salvador",Asylum-seekers,2
2013,Germany,"El Salvador","Refugees (incl. refugee-like situations)",7
2013,Germany,Somalia,Asylum-seekers,4803
2013,Germany,Somalia,"Refugees (incl. refugee-like situations)",3512
2013,Germany,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,14515
2013,Germany,"Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",8410
2013,Germany,"South Sudan",Asylum-seekers,32
2013,Germany,"South Sudan","Refugees (incl. refugee-like situations)",7
2013,Germany,Suriname,Asylum-seekers,1
2013,Germany,Slovakia,Asylum-seekers,6
2013,Germany,Slovakia,"Refugees (incl. refugee-like situations)",99
2013,Germany,Slovenia,"Refugees (incl. refugee-like situations)",11
2013,Germany,Sweden,Asylum-seekers,1
2013,Germany,Sweden,"Refugees (incl. refugee-like situations)",3
2013,Germany,Swaziland,Asylum-seekers,1
2013,Germany,Seychelles,Asylum-seekers,1
2013,Germany,Seychelles,"Refugees (incl. refugee-like situations)",1
2013,Germany,"Syrian Arab Rep.",Asylum-seekers,10566
2013,Germany,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",21253
2013,Germany,Chad,Asylum-seekers,259
2013,Germany,Chad,"Refugees (incl. refugee-like situations)",18
2013,Germany,Togo,Asylum-seekers,232
2013,Germany,Togo,"Refugees (incl. refugee-like situations)",1404
2013,Germany,Thailand,Asylum-seekers,1
2013,Germany,Thailand,"Refugees (incl. refugee-like situations)",58
2013,Germany,Tajikistan,Asylum-seekers,201
2013,Germany,Tajikistan,"Refugees (incl. refugee-like situations)",73
2013,Germany,Turkmenistan,Asylum-seekers,139
2013,Germany,Turkmenistan,"Refugees (incl. refugee-like situations)",21
2013,Germany,Tunisia,Asylum-seekers,652
2013,Germany,Tunisia,"Refugees (incl. refugee-like situations)",94
2013,Germany,Turkey,Asylum-seekers,3165
2013,Germany,Turkey,"Refugees (incl. refugee-like situations)",24449
2013,Germany,"United Rep. of Tanzania",Asylum-seekers,29
2013,Germany,"United Rep. of Tanzania","Refugees (incl. refugee-like situations)",18
2013,Germany,Uganda,Asylum-seekers,123
2013,Germany,Uganda,"Refugees (incl. refugee-like situations)",120
2013,Germany,Ukraine,Asylum-seekers,259
2013,Germany,Ukraine,"Refugees (incl. refugee-like situations)",261
2013,Germany,Uruguay,"Refugees (incl. refugee-like situations)",2
2013,Germany,"United States of America",Asylum-seekers,11
2013,Germany,"United States of America","Refugees (incl. refugee-like situations)",238
2013,Germany,Uzbekistan,Asylum-seekers,57
2013,Germany,Uzbekistan,"Refugees (incl. refugee-like situations)",88
2013,Germany,"Venezuela (Bolivarian Republic of)",Asylum-seekers,12
2013,Germany,"Venezuela (Bolivarian Republic of)","Refugees (incl. refugee-like situations)",4
2013,Germany,"Viet Nam",Asylum-seekers,568
2013,Germany,"Viet Nam","Refugees (incl. refugee-like situations)",1495
2013,Germany,Stateless,Asylum-seekers,589
2013,Germany,Stateless,"Refugees (incl. refugee-like situations)",920
2013,Germany,Various/Unknown,Asylum-seekers,2981
2013,Germany,Various/Unknown,"Refugees (incl. refugee-like situations)",4523
2013,Germany,Yemen,Asylum-seekers,155
2013,Germany,Yemen,"Refugees (incl. refugee-like situations)",112
2013,Germany,"South Africa",Asylum-seekers,3
2013,Germany,"South Africa","Refugees (incl. refugee-like situations)",32
2013,Germany,Zambia,Asylum-seekers,2
2013,Germany,Zambia,"Refugees (incl. refugee-like situations)",5
2013,Germany,Zimbabwe,Asylum-seekers,41
2013,Germany,Zimbabwe,"Refugees (incl. refugee-like situations)",48
2014,Germany,Afghanistan,Asylum-seekers,19023
2014,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",27814
2014,Germany,Angola,Asylum-seekers,236
2014,Germany,Angola,"Refugees (incl. refugee-like situations)",800
2014,Germany,Albania,Asylum-seekers,6985
2014,Germany,Albania,"Refugees (incl. refugee-like situations)",366
2014,Germany,"United Arab Emirates",Asylum-seekers,*
2014,Germany,Argentina,Asylum-seekers,*
2014,Germany,Argentina,"Refugees (incl. refugee-like situations)",14
2014,Germany,Armenia,Asylum-seekers,3338
2014,Germany,Armenia,"Refugees (incl. refugee-like situations)",1127
2014,Germany,Australia,Asylum-seekers,0
2014,Germany,Australia,"Refugees (incl. refugee-like situations)",11
2014,Germany,Austria,Asylum-seekers,*
2014,Germany,Austria,"Refugees (incl. refugee-like situations)",*
2014,Germany,Azerbaijan,Asylum-seekers,2379
2014,Germany,Azerbaijan,"Refugees (incl. refugee-like situations)",2167
2014,Germany,Burundi,Asylum-seekers,22
2014,Germany,Burundi,"Refugees (incl. refugee-like situations)",71
2014,Germany,Belgium,Asylum-seekers,*
2014,Germany,Belgium,"Refugees (incl. refugee-like situations)",*
2014,Germany,Benin,Asylum-seekers,325
2014,Germany,Benin,"Refugees (incl. refugee-like situations)",30
2014,Germany,"Burkina Faso",Asylum-seekers,262
2014,Germany,"Burkina Faso","Refugees (incl. refugee-like situations)",37
2014,Germany,Bangladesh,Asylum-seekers,1282
2014,Germany,Bangladesh,"Refugees (incl. refugee-like situations)",153
2014,Germany,Bulgaria,Asylum-seekers,34
2014,Germany,Bulgaria,"Refugees (incl. refugee-like situations)",91
2014,Germany,Bahrain,Asylum-seekers,29
2014,Germany,Bahrain,"Refugees (incl. refugee-like situations)",23
2014,Germany,Bahamas,Asylum-seekers,*
2014,Germany,Bahamas,"Refugees (incl. refugee-like situations)",*
2014,Germany,"Bosnia and Herzegovina",Asylum-seekers,5541
2014,Germany,"Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",1381
2014,Germany,"Bosnia and Herzegovina",Returnees,35
2014,Germany,Belarus,Asylum-seekers,142
2014,Germany,Belarus,"Refugees (incl. refugee-like situations)",155
2014,Germany,"Bolivia (Plurinational State of)",Asylum-seekers,*
2014,Germany,"Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)",7
2014,Germany,Brazil,Asylum-seekers,16
2014,Germany,Brazil,"Refugees (incl. refugee-like situations)",58
2014,Germany,Barbados,"Refugees (incl. refugee-like situations)",*
2014,Germany,Bhutan,Asylum-seekers,21
2014,Germany,Bhutan,"Refugees (incl. refugee-like situations)",28
2014,Germany,Botswana,Asylum-seekers,9
2014,Germany,Botswana,"Refugees (incl. refugee-like situations)",*
2014,Germany,"Central African Rep.",Asylum-seekers,40
2014,Germany,Canada,Asylum-seekers,*
2014,Germany,Canada,"Refugees (incl. refugee-like situations)",34
2014,Germany,Switzerland,Asylum-seekers,*
2014,Germany,Switzerland,"Refugees (incl. refugee-like situations)",*
2014,Germany,Chile,Asylum-seekers,*
2014,Germany,Chile,"Refugees (incl. refugee-like situations)",194
2014,Germany,China,Asylum-seekers,886
2014,Germany,China,"Refugees (incl. refugee-like situations)",1530
2014,Germany,"Côte d'Ivoire",Asylum-seekers,443
2014,Germany,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",171
2014,Germany,Cameroon,Asylum-seekers,1030
2014,Germany,Cameroon,"Refugees (incl. refugee-like situations)",538
2014,Germany,"Dem. Rep. of the Congo",Asylum-seekers,665
2014,Germany,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",1646
2014,Germany,Congo,Asylum-seekers,120
2014,Germany,Congo,"Refugees (incl. refugee-like situations)",194
2014,Germany,Colombia,Asylum-seekers,54
2014,Germany,Colombia,"Refugees (incl. refugee-like situations)",63
2014,Germany,Comoros,Asylum-seekers,*
2014,Germany,Comoros,"Refugees (incl. refugee-like situations)",*
2014,Germany,"Cabo Verde","Refugees (incl. refugee-like situations)",*
2014,Germany,"Costa Rica","Refugees (incl. refugee-like situations)",*
2014,Germany,Cuba,Asylum-seekers,104
2014,Germany,Cuba,"Refugees (incl. refugee-like situations)",113
2014,Germany,Cyprus,Asylum-seekers,*
2014,Germany,"Czech Rep.",Asylum-seekers,15
2014,Germany,"Czech Rep.","Refugees (incl. refugee-like situations)",859
2014,Germany,Germany,Stateless,11917
2014,Germany,Djibouti,Asylum-seekers,13
2014,Germany,Djibouti,"Refugees (incl. refugee-like situations)",*
2014,Germany,"Dominican Rep.",Asylum-seekers,6
2014,Germany,"Dominican Rep.","Refugees (incl. refugee-like situations)",21
2014,Germany,Algeria,Asylum-seekers,2263
2014,Germany,Algeria,"Refugees (incl. refugee-like situations)",301
2014,Germany,Ecuador,Asylum-seekers,*
2014,Germany,Ecuador,"Refugees (incl. refugee-like situations)",22
2014,Germany,Egypt,Asylum-seekers,2842
2014,Germany,Egypt,"Refugees (incl. refugee-like situations)",355
2014,Germany,Eritrea,Asylum-seekers,15819
2014,Germany,Eritrea,"Refugees (incl. refugee-like situations)",4716
2014,Germany,Spain,Asylum-seekers,23
2014,Germany,Spain,"Refugees (incl. refugee-like situations)",15
2014,Germany,Estonia,Asylum-seekers,*
2014,Germany,Estonia,"Refugees (incl. refugee-like situations)",*
2014,Germany,Ethiopia,Asylum-seekers,2115
2014,Germany,Ethiopia,"Refugees (incl. refugee-like situations)",2695
2014,Germany,Finland,Asylum-seekers,0
2014,Germany,France,Asylum-seekers,*
2014,Germany,France,"Refugees (incl. refugee-like situations)",14
2014,Germany,Gabon,Asylum-seekers,10
2014,Germany,Gabon,"Refugees (incl. refugee-like situations)",*
2014,Germany,"United Kingdom",Asylum-seekers,*
2014,Germany,"United Kingdom","Refugees (incl. refugee-like situations)",11
2014,Germany,Georgia,Asylum-seekers,3476
2014,Germany,Georgia,"Refugees (incl. refugee-like situations)",343
2014,Germany,Ghana,Asylum-seekers,1695
2014,Germany,Ghana,"Refugees (incl. refugee-like situations)",256
2014,Germany,Guinea,Asylum-seekers,2218
2014,Germany,Guinea,"Refugees (incl. refugee-like situations)",569
2014,Germany,Gambia,Asylum-seekers,2416
2014,Germany,Gambia,"Refugees (incl. refugee-like situations)",144
2014,Germany,Guinea-Bissau,Asylum-seekers,357
2014,Germany,Guinea-Bissau,"Refugees (incl. refugee-like situations)",18
2014,Germany,"Equatorial Guinea",Asylum-seekers,9
2014,Germany,"Equatorial Guinea","Refugees (incl. refugee-like situations)",14
2014,Germany,Greece,Asylum-seekers,6
2014,Germany,Greece,"Refugees (incl. refugee-like situations)",48
2014,Germany,Guatemala,Asylum-seekers,13
2014,Germany,Guatemala,"Refugees (incl. refugee-like situations)",*
2014,Germany,"China, Hong Kong SAR",Asylum-seekers,*
2014,Germany,Honduras,Asylum-seekers,9
2014,Germany,Honduras,"Refugees (incl. refugee-like situations)",22
2014,Germany,Croatia,Asylum-seekers,34
2014,Germany,Croatia,"Refugees (incl. refugee-like situations)",345
2014,Germany,Haiti,Asylum-seekers,7
2014,Germany,Haiti,"Refugees (incl. refugee-like situations)",15
2014,Germany,Hungary,Asylum-seekers,17
2014,Germany,Hungary,"Refugees (incl. refugee-like situations)",295
2014,Germany,Indonesia,Asylum-seekers,5
2014,Germany,Indonesia,"Refugees (incl. refugee-like situations)",31
2014,Germany,India,Asylum-seekers,2357
2014,Germany,India,"Refugees (incl. refugee-like situations)",417
2014,Germany,"Iran (Islamic Rep. of)",Asylum-seekers,7632
2014,Germany,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",18814
2014,Germany,Iraq,Asylum-seekers,10360
2014,Germany,Iraq,"Refugees (incl. refugee-like situations)",41167
2014,Germany,Iraq,Returnees,324
2014,Germany,Israel,Asylum-seekers,46
2014,Germany,Israel,"Refugees (incl. refugee-like situations)",39
2014,Germany,Italy,Asylum-seekers,22
2014,Germany,Italy,"Refugees (incl. refugee-like situations)",11
2014,Germany,Jamaica,Asylum-seekers,21
